garmin	descent_mk2_asia	3702
garmin	venu_daimler_asia	3737
garmin	marq_golfer	3739
garmin	venu_daimler	3740
garmin	fr745_asia	3794
garmin	edge_1030_plus_asia	3812
garmin	edge_130_plus_asia	3813
garmin	venusq_asia	3837
garmin	marq_golfer_asia	3850
garmin	venu2plus	3851
garmin	sdm4	10007
garmin	edge_remote	10014
garmin	tacx_training_app_win	20533
garmin	tacx_training_app_mac	20534
garmin	training_center	20119
garmin	tacx_training_app_android	30045
garmin	tacx_training_app_ios	30046
garmin	tacx_training_app_legacy	30047
garmin	connectiq_simulator	65531
garmin	android_antplus_plugin	65532
garmin	connect	65534
suunto	x9	1
suunto	x10	2
suunto	x6	3
suunto	Memory Belt	4
suunto	Smart Belt	5
suunto	t6	6
suunto	t6c	7
suunto	t6d	8
suunto	t4	9
suunto	t4c	10
suunto	t4d	11
suunto	t3	12
suunto	t3c	13
suunto	t3d	14
suunto	m4	15
suunto	m5	16
suunto	Quest	17
suunto	Ambit	18
suunto	Ambit2	19
suunto	Ambit2 S	20
suunto	Ambit2 R	21
suunto	Ambit3 Peak	22
suunto	Ambit3 Sport	23
suunto	Ambit3 Run	24
suunto	Ambit3 Vertical	25
suunto	Traverse	26
suunto	Traverse Alpha	27
suunto	Spartan Sport	28
suunto	Spartan Ultra	29
suunto	Spartan Sport Wrist HR	30
suunto	Spartan Trainer Wrist HR	31
suunto	Spartan Sport Wrist HR Baro	32
suunto	3 Fitness	33
suunto	9 Baro	34
suunto	9	35
suunto	5	36
suunto	EON Core	37
suunto	EON Steel	38
suunto	D5	39
srm	PC6	6
srm	PC7	7
srm	PC8	8
quarq	Cinqo	1
quarq	DZERO	9479
ibike	AeroPod	2054
wahoo_fitness	Wahoo fitness	0
wahoo_fitness	Wahoo ELEMNT	28
wahoo_fitness	Wahoo ELEMNT BOLT	31
osynce	navi2coach	1
pioneer	SGX-CA500	2
stages_cycling	Stages Power (gen 1)	1
stages_cycling	Stages Power (gen 2)	2
stages_cycling	Stages Power (gen 3)	3
bsx_athletics	BSX Insight 2	2
lezyne	Lezyne Super GPS	4
lezyne	Lezyne Micro-GPS	6
lezyne	Lezyne MegaXL	11
favero_electronics	Favero Assioma Duo	12
